ลําดับ,รหัสหลักสูตร,สถาบัน,วิทยาเขต,คณะ,หลักสูตร,แขนง/วิชาเอก,โครงการ,รูปแบบ,PAT,"รหัส
รับรวม",รับ,สมัคร,ผาน,"ยืนยัน
สิทธิ์","อัตราการ
แขงขัน",คะแนนสูงสุด,คะแนนต่ําสุด
3440,10180111213109A,มหาวิทยาลัยอุบลราชธานี,วิทยาเขตหลัก,คณะวิทยาศาสตร,วท.บ.สาขาวิชาวิทยาศาสตรสิ่งแวดลอม,,Admission1,Admission1,,,5,17,3,2,1 : 3.4,29.5947,17.0019
3441,10180111213109A,มหาวิทยาลัยอุบลราชธานี,วิทยาเขตหลัก,คณะวิทยาศาสตร,วท.บ.สาขาวิชาวิทยาศาสตรสิ่งแวดลอม,,Admission2,Admission2,,,5,6,1,0,1 : 1.2,0,0
3442,10180111213605A,มหาวิทยาลัยอุบลราชธานี,วิทยาเขตหลัก,คณะวิทยาศาสตร,"วท.บ.สาขาวิชาเทคโนโลยียางและพอลิ
เมอร",,Admission1,Admission1,,,5,5,4,2,1 : 1,32.3509,30.8313
3443,10180111213605A,มหาวิทยาลัยอุบลราชธานี,วิทยาเขตหลัก,คณะวิทยาศาสตร,"วท.บ.สาขาวิชาเทคโนโลยียางและพอลิ
เมอร",,Admission2,Admission2,,,5,3,0,0,1 : 0.6,0,0
3444,10180111220106A,มหาวิทยาลัยอุบลราชธานี,วิทยาเขตหลัก,คณะวิทยาศาสตร,"วท.บ.สาขาวิชาเทคโนโลยีสารสนเทศ
และการสื่อสาร",,Admission1,Admission1,,,10,16,4,4,1 : 1.6,19.0533,7.66
3445,10180111220106A,มหาวิทยาลัยอุบลราชธานี,วิทยาเขตหลัก,คณะวิทยาศาสตร,"วท.บ.สาขาวิชาเทคโนโลยีสารสนเทศ
และการสื่อสาร",,Admission2,Admission2,,,5,7,0,0,1 : 1.4,0,0
3446,10180111220308A,มหาวิทยาลัยอุบลราชธานี,วิทยาเขตหลัก,คณะวิทยาศาสตร,"วท.บ.สาขาวิชาวิทยาการขอมูลและ
นวัตกรรมซอฟตแวร",,Admission1,Admission1,,,5,18,8,7,1 : 3.6,35.9433,6.625
3447,10180111220308A,มหาวิทยาลัยอุบลราชธานี,วิทยาเขตหลัก,คณะวิทยาศาสตร,"วท.บ.สาขาวิชาวิทยาการขอมูลและ
นวัตกรรมซอฟตแวร",,Admission2,Admission2,,,5,10,2,1,1 : 2,11328.5,11328.5
3448,10180112211002A,มหาวิทยาลัยอุบลราชธานี,วิทยาเขตหลัก,คณะเกษตรศาสตร,วท.บ.สาขาวิชาเทคโนโลยีการอาหาร,,Admission1,Admission1,,,40,28,8,6,1 : 0.7,91.25,46
3449,10180112211002A,มหาวิทยาลัยอุบลราชธานี,วิทยาเขตหลัก,คณะเกษตรศาสตร,วท.บ.สาขาวิชาเทคโนโลยีการอาหาร,,Admission2,Admission2,,,30,13,0,0,1 : 0.43,0,0
3450,10180112500201A,มหาวิทยาลัยอุบลราชธานี,วิทยาเขตหลัก,คณะเกษตรศาสตร,วท.บ.สาขาวิชาเกษตรศาสตร,,Admission1,Admission1,,,120,74,21,17,1 : 0.62,92,54.5
3451,10180112500201A,มหาวิทยาลัยอุบลราชธานี,วิทยาเขตหลัก,คณะเกษตรศาสตร,วท.บ.สาขาวิชาเกษตรศาสตร,,Admission2,Admission2,,,400,26,3,1,1 : 0.07,13979.54,13979.54
3452,10180113300701A,มหาวิทยาลัยอุบลราชธานี,วิทยาเขตหลัก,คณะวิศวกรรมศาสตร,"วศ.บ(สาขาวิชาวิศวกรรมเคมีและ
ชีวภาพสาขาวิชาวิศวกรรมเครื่องกล
สาขาวิชาวิศวกรรมโยธาสาขาวิชา
วิศวกรรมสิ่งแวดลอมสาขาวิชา
วิศวกรรมอุตสาหการ)",,Admission1,Admission1,,,100,175,68,59,1 : 1.75,96.25,53.5
3453,10180113300701A,มหาวิทยาลัยอุบลราชธานี,วิทยาเขตหลัก,คณะวิศวกรรมศาสตร,"วศ.บ(สาขาวิชาวิศวกรรมเคมีและ
ชีวภาพสาขาวิชาวิศวกรรมเครื่องกล
สาขาวิชาวิศวกรรมโยธาสาขาวิชา
วิศวกรรมสิ่งแวดลอมสาขาวิชา
วิศวกรรมอุตสาหการ)",,Admission2,Admission2,,,30,71,9,8,1 : 2.37,15038.75,6452.75
3454,10180113301602A,มหาวิทยาลัยอุบลราชธานี,วิทยาเขตหลัก,คณะวิศวกรรมศาสตร,วศ.บ.สาขาวิชาวิศวกรรมไฟฟา,,Admission1,Admission1,,,17,78,20,17,1 : 4.59,98.25,77.25
3455,10180113301602A,มหาวิทยาลัยอุบลราชธานี,วิทยาเขตหลัก,คณะวิศวกรรมศาสตร,วศ.บ.สาขาวิชาวิศวกรรมไฟฟา,,Admission2,Admission2,,,5,24,6,5,1 : 4.8,16074.35,6261
3456,10180114620101A,มหาวิทยาลัยอุบลราชธานี,วิทยาเขตหลัก,คณะศิลปศาสตร,ศศ.บ.สาขาวิชาการทองเที่ยว,,Admission1,Admission1,,,20,44,15,12,1 : 2.2,92.5,65.5
3457,10180114620101A,มหาวิทยาลัยอุบลราชธานี,วิทยาเขตหลัก,คณะศิลปศาสตร,ศศ.บ.สาขาวิชาการทองเที่ยว,,Admission2,Admission2,,,20,16,3,3,1 : 0.8,15891,8998.1
3458,10180114702513A,มหาวิทยาลัยอุบลราชธานี,วิทยาเขตหลัก,คณะศิลปศาสตร,ศษ.บ.ดนตรีศึกษา,,Admission1,Admission1,,,5,0,0,0,1 : 0,0,0
3459,10180114901105A,มหาวิทยาลัยอุบลราชธานี,วิทยาเขตหลัก,คณะศิลปศาสตร,นศ.บ.สาขาวิชานิเทศศาสตร,,Admission1,Admission1,,,16,61,20,16,1 : 3.81,91.5,59.25
3460,10180114901105A,มหาวิทยาลัยอุบลราชธานี,วิทยาเขตหลัก,คณะศิลปศาสตร,นศ.บ.สาขาวิชานิเทศศาสตร,,Admission2,Admission2,,,5,28,5,4,1 : 5.6,18622.54,12391.84
